"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"9 Knevitt Pl, Guelph, ON N1G 2S7","N1G2S7","Guelph","ON","2199900","4","5","","","","","https://zillow.com/homedetails/9-Knevitt-Pl-Guelph-ON-N1G-2S7/2055554587_zpid/","43.516537","-80.25004","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/e370edc01eafdae4356c47b748b6ee1a-p_e.jpg"
"74 Keating St, Guelph, ON N1E 7G1","N1E7G1","Guelph","ON","895888","4","4","","","3147.6624","sqft","https://zillow.com/homedetails/74-Keating-St-Guelph-ON-N1E-7G1/449408556_zpid/","43.564304","-80.217834","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/74a47c5dfb32112bfb8b6d91e0004b81-p_e.jpg"
"17 Applewood Cres, Guelph, ON N1H 6B1","N1H6B1","Guelph","ON","779999","4","3","","","8100","sqft","https://zillow.com/homedetails/17-Applewood-Cres-Guelph-ON-N1H-6B1/448324412_zpid/","43.54302","-80.27739","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/30ca87b729b4c14732c2e6f3df499c0c-p_e.jpg"
"15 Liverpool St, Guelph, ON N1H 2K8","N1H2K8","Guelph","ON","1949900","5","3","3226","604.43","7850.8325","sqft","https://zillow.com/homedetails/15-Liverpool-St-Guelph-ON-N1H-2K8/448714166_zpid/","43.546833","-80.25452","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/b65412e3375a04a30978b78df9088e6d-p_e.jpg"
"35 Mountford Dr UNIT 27, Guelph, ON N1E 0G6","N1E0G6","Guelph","ON","579000","3","2","1208","479.3","","","https://zillow.com/homedetails/35-Mountford-Dr-UNIT-27-Guelph-ON-N1E-0G6/446663193_zpid/","43.56527","-80.23304","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/52ff959a68d039a13725aefa7736e76b-p_e.jpg"
"39 Kay Cres #29, Guelph, ON N1L 0N5","N1L0N5","Guelph","ON","594900","2","2","","","","","https://zillow.com/homedetails/39-Kay-Cres-29-Guelph-ON-N1L-0N5/2075581790_zpid/","43.503597","-80.18145","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/579896df5f85b43a0aa27a9da375211e-p_e.jpg"
"17 Jell St, Guelph, ON N1L 0R4","N1L0R4","Guelph","ON","799000","3","3","1482","539.14","1936.157","sqft","https://zillow.com/homedetails/17-Jell-St-Guelph-ON-N1L-0R4/447562242_zpid/","43.52274","-80.19512","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/fcf26dfbbd083806a9e3018d7dd33fc2-p_e.jpg"
"39 Kay Cres #28, Guelph, ON N1L 0N5","N1L0N5","Guelph","ON","579900","2","2","1323","438.32","","","https://zillow.com/homedetails/39-Kay-Cres-28-Guelph-ON-N1L-0N5/447319565_zpid/","43.5033","-80.18187","CONDO","","","https://photos.zillowstatic.com/fp/73d3bff3650655b537f6698b8e2b3bd9-p_e.jpg"
"60 Ptarmigan Dr #30, Guelph, ON N1C 1E5","N1C1E5","Guelph","ON","799900","3","3","","","","","https://zillow.com/homedetails/60-Ptarmigan-Dr-30-Guelph-ON-N1C-1E5/2064552246_zpid/","43.498978","-80.244545","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/7e2ec147360d6cd3a91ae72221178ec5-p_e.jpg"
"9 Cambridge St, Guelph, ON N1H 2T8","N1H2T8","Guelph","ON","999900","10","6","","","3186.11","sqft","https://zillow.com/homedetails/9-Cambridge-St-Guelph-ON-N1H-2T8/447911378_zpid/","43.543896","-80.254486","MULTI_FAMILY","","","https://photos.zillowstatic.com/fp/ac5d420874a0c494a2490b89652db56b-p_e.jpg"
"71 King St, Guelph, ON N1E 4P5","N1E4P5","Guelph","ON","1399900","6","4","","","7986","sqft","https://zillow.com/homedetails/71-King-St-Guelph-ON-N1E-4P5/2055682494_zpid/","43.55102","-80.2496","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/67a1b51079223bcf0badf4c5107e664c-p_e.jpg"
"128 Dufferin St, Guelph, ON N1H 4A8","N1H4A8","Guelph","ON","924900","4","3","","","0.2547348484848485","acres","https://zillow.com/homedetails/128-Dufferin-St-Guelph-ON-N1H-4A8/443557841_zpid/","43.553955","-80.26057","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/13a4ff21b83a681d90e2c0b5a63d1307-p_e.jpg"
"302 College Ave W #4, Guelph, ON N1G 4T6","N1G4T6","Guelph","ON","689900","3","3","1350","511.04","","","https://zillow.com/homedetails/302-College-Ave-W-4-Guelph-ON-N1G-4T6/449347747_zpid/","43.520348","-80.24653","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/2de5fc6747aff9c2154bf955510a1ece-p_e.jpg"
"22 Simcoe St, Guelph, ON N1E 3B8","N1E3B8","Guelph","ON","583900","3","2","","","3200","sqft","https://zillow.com/homedetails/22-Simcoe-St-Guelph-ON-N1E-3B8/2070500331_zpid/","43.553318","-80.227295","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/1bd1fce77049d7a8a3b08efc69d5450d-p_e.jpg"
"40 Imperial Rd N #8, Guelph, ON N1H 8B4","N1H8B4","Guelph","ON","469900","3","1","","","","","https://zillow.com/homedetails/40-Imperial-Rd-N-8-Guelph-ON-N1H-8B4/446113656_zpid/","43.52813","-80.29195","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/ceb5cc9d384e9dff161553192a2c161f-p_e.jpg"
"89 Westwood Rd #402, Guelph, ON N1H 7J6","N1H7J6","Guelph","ON","499900","2","2","972","514.3","","","https://zillow.com/homedetails/89-Westwood-Rd-402-Guelph-ON-N1H-7J6/2064689256_zpid/","43.532288","-80.28069","CONDO","","","https://photos.zillowstatic.com/fp/715b1003afc762d92f0793e4fda2207c-p_e.jpg"
"156 Watson Pkwy N, Guelph, ON N1E 0P6","N1E0P6","Guelph","ON","649900","2","3","","","","","https://zillow.com/homedetails/156-Watson-Pkwy-N-Guelph-ON-N1E-0P6/2064632576_zpid/","43.56894","-80.21217","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/f340c71e6c369c0864fb20971e6ec39e-p_e.jpg"
"10 Mussen St, Guelph, ON N1E 0K3","N1E0K3","Guelph","ON","1150000","4","3","2269","506.83","","","https://zillow.com/homedetails/10-Mussen-St-Guelph-ON-N1E-0K3/2064613023_zpid/","43.583553","-80.267494","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/c4672ee5a8ecdfd604dfc505fdd2fa7f-p_e.jpg"
"120 Country Club Dr #23, Guelph, ON N1E 3K7","N1E3K7","Guelph","ON","499000","3","1","","","","","https://zillow.com/homedetails/120-Country-Club-Dr-23-Guelph-ON-N1E-3K7/2067445795_zpid/","43.572376","-80.26914","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/6b527abff85a3a18bc5548d8280510bf-p_e.jpg"
"41 Goodwin Dr #403, Guelph, ON N1L 0E7","N1L0E7","Guelph","ON","539900","2","1","737","732.56","","","https://zillow.com/homedetails/41-Goodwin-Dr-403-Guelph-ON-N1L-0E7/2064589262_zpid/","43.503864","-80.185455","CONDO","","","https://photos.zillowstatic.com/fp/8647c637ca28f1b84c5fc59a4277a253-p_e.jpg"
"141 Ironwood Rd, Guelph, ON N1G 3P5","N1G3P5","Guelph","ON","799000","3","2","","","3254.1","sqft","https://zillow.com/homedetails/141-Ironwood-Rd-Guelph-ON-N1G-3P5/2066751089_zpid/","43.514797","-80.23294","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/81fbeabcc26a1089f3ba4d0ab433b7ae-p_e.jpg"
"23 Pondview Cres, Guelph, ON N1E 3K2","N1E3K2","Guelph","ON","999000","5","4","","","5830","sqft","https://zillow.com/homedetails/23-Pondview-Cres-Guelph-ON-N1E-3K2/2064667470_zpid/","43.57415","-80.27039","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/907fd6ad847d97bef8a7deb2ef25fdf5-p_e.jpg"
"108 Harris St, Guelph, ON N1E 5T1","N1E5T1","Guelph","ON","699900","2","1","1233","567.64","1857.9","sqft","https://zillow.com/homedetails/108-Harris-St-Guelph-ON-N1E-5T1/2070493084_zpid/","43.547855","-80.23073","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/244ec76f56be299352717bdabb21032f-p_e.jpg"
"113 Elizabeth St, Guelph, ON N1E 2X4","N1E2X4","Guelph","ON","624900","6","2","993","629.31","3200","sqft","https://zillow.com/homedetails/113-Elizabeth-St-Guelph-ON-N1E-2X4/443219603_zpid/","43.550125","-80.23863","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/359f58688f8cee5325aaaa7f7020ec59-p_e.jpg"
"9 Sunnylea Cres, Guelph, ON N1E 1W3","N1E1W3","Guelph","ON","799000","3","2","","","","","https://zillow.com/homedetails/9-Sunnylea-Cres-Guelph-ON-N1E-1W3/449345914_zpid/","43.560616","-80.25754","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/2d1f32a78f48f1c37e53bca727ec059e-p_e.jpg"
"66 Rosewood Ave, Guelph, ON N1H 6A1","N1H6A1","Guelph","ON","745000","4","2","","","8067.2546","sqft","https://zillow.com/homedetails/66-Rosewood-Ave-Guelph-ON-N1H-6A1/446996454_zpid/","43.54144","-80.27381","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/4d106c1bd062c06295c5cd6fa9f095b6-p_e.jpg"
"941 Gordon St #59, Guelph, ON N1G 4R9","N1G4R9","Guelph","ON","699000","3","4","1284","544.39","","","https://zillow.com/homedetails/941-Gordon-St-59-Guelph-ON-N1G-4R9/448737501_zpid/","43.52169","-80.2143","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/31910fa1412cb265776d0b9fd6b69650-p_e.jpg"
"16 Hall Ave, Guelph, ON N1L 0B3","N1L0B3","Guelph","ON","1599900","4","4","2823","566.74","6104.9272","sqft","https://zillow.com/homedetails/16-Hall-Ave-Guelph-ON-N1L-0B3/449404827_zpid/","43.511627","-80.18249","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/cf6598c07cc8e6cdd6b8a9b83bc7633a-p_e.jpg"
"303 Gosling Gdns, Guelph, ON N1L 0M1","N1L0M1","Guelph","ON","2499900","4","4","","","723.38","sqft","https://zillow.com/homedetails/303-Gosling-Gdns-Guelph-ON-N1L-0M1/448351372_zpid/","43.496307","-80.1875","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/36b480328f55d92db3907f8ae3d85f42-p_e.jpg"
"25 Kay Cres #406, Guelph, ON N1L 0P2","N1L0P2","Guelph","ON","549900","2","2","","","","","https://zillow.com/homedetails/25-Kay-Cres-406-Guelph-ON-N1L-0P2/448967252_zpid/","43.504044","-80.18175","APARTMENT","","","https://photos.zillowstatic.com/fp/c38f3917979feda6209a4b42f7985bf8-p_e.jpg"
"88 Balmoral Dr, Guelph, ON N1E 3N6","N1E3N6","Guelph","ON","829900","3","2","","","6548.2","sqft","https://zillow.com/homedetails/88-Balmoral-Dr-Guelph-ON-N1E-3N6/448484468_zpid/","43.574043","-80.26075","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/907abf74b44f8266202bcd172761e663-p_e.jpg"
"133 Kemp Cres, Guelph, ON N1E 0K1","N1E0K1","Guelph","ON","949900","4","4","","","4083.72","sqft","https://zillow.com/homedetails/133-Kemp-Cres-Guelph-ON-N1E-0K1/449015281_zpid/","43.56298","-80.22587","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/01f7dbc79946f1e04a79790206dfc634-p_e.jpg"
"91 Poppy Dr E #13, Guelph, ON N1L 0M6","N1L0M6","Guelph","ON","785888","3","3","1473","533.53","","","https://zillow.com/homedetails/91-Poppy-Dr-E-13-Guelph-ON-N1L-0M6/2063728760_zpid/","43.501263","-80.183174","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/2f2215509f072a81e2b8c1549ce9517b-p_e.jpg"
"5 Bright Ln, Guelph, ON N1L 1S6","N1L1S6","Guelph","ON","1599000","5","4","","","5993.87","sqft","https://zillow.com/homedetails/5-Bright-Ln-Guelph-ON-N1L-1S6/2062323900_zpid/","43.515717","-80.18471","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/4ba81bb7ebb50d55c126eaafb866b990-p_e.jpg"
"19 Woodlawn Rd E #605, Guelph, ON N1H 7B1","N1H7B1","Guelph","ON","529999","3","2","1396","379.66","","","https://zillow.com/homedetails/19-Woodlawn-Rd-E-605-Guelph-ON-N1H-7B1/2067697003_zpid/","43.564674","-80.27454","CONDO","","","https://photos.zillowstatic.com/fp/b5ee6f69e69470926bbb25ab80c67fcd-p_e.jpg"
"69 Curzon Cres, Guelph, ON N1K 0B2","N1K0B2","Guelph","ON","829900","3","4","1581","524.92","2760","sqft","https://zillow.com/homedetails/69-Curzon-Cres-Guelph-ON-N1K-0B2/449589259_zpid/","43.522392","-80.30285","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/d5027492bcfab7a675a596cbe2f28df2-p_e.jpg"
"236 Ironwood Rd, Guelph, ON N1G 3G1","N1G3G1","Guelph","ON","999000","4","4","1766","565.69","6042","sqft","https://zillow.com/homedetails/236-Ironwood-Rd-Guelph-ON-N1G-3G1/2055331594_zpid/","43.509777","-80.233986","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/10688777293fe1d269e64346a3483d4f-p_e.jpg"
"34 Arlington Cres, Guelph, ON N1L 0L1","N1L0L1","Guelph","ON","699000","3","3","","","","","https://zillow.com/homedetails/34-Arlington-Cres-Guelph-ON-N1L-0L1/2071896436_zpid/","43.511917","-80.174065","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/4a715d0bec5d4c0b2a05059b724b1385-p_e.jpg"
"241 Elmira Rd S, Guelph, ON N1K 1R1","N1K1R1","Guelph","ON","974900","6","4","","","5481.21","sqft","https://zillow.com/homedetails/241-Elmira-Rd-S-Guelph-ON-N1K-1R1/449402352_zpid/","43.519127","-80.28353","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/15dc09c75a06a914a323362650c04097-p_e.jpg"
"49 Ryder Ave, Guelph, ON N1G 0H1","N1G0H1","Guelph","ON","1450000","4","4","2379","609.5","3853.5","sqft","https://zillow.com/homedetails/49-Ryder-Ave-Guelph-ON-N1G-0H1/449348470_zpid/","43.51604","-80.21282","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/aa117788f09b8d6b5d1ef2c7524b10de-p_e.jpg"
"90 Yorkshire St N, Guelph, ON N1H 5B2","N1H5B2","Guelph","ON","1328000","5","4","2056","645.91","2622","sqft","https://zillow.com/homedetails/90-Yorkshire-St-N-Guelph-ON-N1H-5B2/401792844_zpid/","43.542427","-80.25835","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/d7361c21f4f17ee17aff1618f4226e2c-p_e.jpg"
"83 Neeve St #7, Guelph, ON N1E 5R9","N1E5R9","Guelph","ON","699900","2","1","","","","","https://zillow.com/homedetails/83-Neeve-St-7-Guelph-ON-N1E-5R9/448958883_zpid/","43.54425","-80.24166","APARTMENT","","","https://photos.zillowstatic.com/fp/378ae7f709230d51c2cd06746c8c2d69-p_e.jpg"
"80 London Rd W, Guelph, ON N1H 2B7","N1H2B7","Guelph","ON","2639000","7","7","","","9240","sqft","https://zillow.com/homedetails/80-London-Rd-W-Guelph-ON-N1H-2B7/2072994141_zpid/","43.548103","-80.259125","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/489807845a003a6c41777c753bc99560-p_e.jpg"
"513 Speedvale Ave E, Guelph, ON N1E 1P5","N1E1P5","Guelph","ON","739000","3","1","1028","718.87","6894.153","sqft","https://zillow.com/homedetails/513-Speedvale-Ave-E-Guelph-ON-N1E-1P5/449351825_zpid/","43.572056","-80.249954","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/e99374178b5be937e831bc19cb9646b7-p_e.jpg"
"96 Pheasant Run Dr, Guelph, ON N1C 1E3","N1C1E3","Guelph","ON","1099900","5","4","","","5585.44","sqft","https://zillow.com/homedetails/96-Pheasant-Run-Dr-Guelph-ON-N1C-1E3/2061657441_zpid/","43.495834","-80.24256","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/3a952f7eed808b5581a9391d16df6d2d-p_e.jpg"
"91 Conroy Cres #304, Guelph, ON N1G 2V5","N1G2V5","Guelph","ON","349900","2","1","","","","","https://zillow.com/homedetails/91-Conroy-Cres-304-Guelph-ON-N1G-2V5/440867731_zpid/","43.509052","-80.25144","APARTMENT","","","https://photos.zillowstatic.com/fp/56d1c4492f698da152764a605b449bb0-p_e.jpg"
"90 Cardigan St, Guelph, ON N1H 0A4","N1H0A4","Guelph","ON","1150000","3","4","","","","","https://zillow.com/homedetails/90-Cardigan-St-Guelph-ON-N1H-0A4/2056265093_zpid/","43.55039","-80.254684","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/152b50d48424e15f80517b786f4bf257-p_e.jpg"
"71 Watt St, Guelph, ON N1E 6W6","N1E6W6","Guelph","ON","749900","3","2","","","3513.48","sqft","https://zillow.com/homedetails/71-Watt-St-Guelph-ON-N1E-6W6/2063408900_zpid/","43.566517","-80.23331","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/9f91d5016682b5f6e1145fc6dd3de180-p_e.jpg"
"240 London Rd W #79, Guelph, ON N1H 8N8","N1H8N8","Guelph","ON","595000","2","2","","","","","https://zillow.com/homedetails/240-London-Rd-W-79-Guelph-ON-N1H-8N8/449401642_zpid/","43.54375","-80.26418","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/6b5250335a74c020a53487c9555c0f5f-p_e.jpg"
"7 Brown St, Guelph, ON N1L 1P3","N1L1P3","Guelph","ON","1175000","4","4","","","4854","sqft","https://zillow.com/homedetails/7-Brown-St-Guelph-ON-N1L-1P3/448712040_zpid/","43.51778","-80.1852","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/827a5fb8f43e813d3f9791edb67cc817-p_e.jpg"
"37 Grey Oak Dr, Guelph, ON N1L 1P3","N1L1P3","Guelph","ON","1250000","4","4","2316","539.72","4748.04","sqft","https://zillow.com/homedetails/37-Grey-Oak-Dr-Guelph-ON-N1L-1P3/423457032_zpid/","43.517048","-80.18538","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/5f5fcd6d31359a8be92c7b31a97534bb-p_e.jpg"
"152 Goodwin Dr, Guelph, ON N1L 0B2","N1L0B2","Guelph","ON","1224888","5","4","","","4526.78","sqft","https://zillow.com/homedetails/152-Goodwin-Dr-Guelph-ON-N1L-0B2/449488067_zpid/","43.51042","-80.17908","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/31d749fc49152c59126bdba1fe38a44e-p_e.jpg"
"111 Ambrous Cres, Guelph, ON N1G 0E4","N1G0E4","Guelph","ON","1385000","4","4","2117","654.23","3746.16","sqft","https://zillow.com/homedetails/111-Ambrous-Cres-Guelph-ON-N1G-0E4/448302199_zpid/","43.527054","-80.20217","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/970119a7ef2b4cc9e19cd9c00faf1e5f-p_e.jpg"
"81 Yorkshire St N, Guelph, ON N1H 5B3","N1H5B3","Guelph","ON","714900","3","2","","","2500","sqft","https://zillow.com/homedetails/81-Yorkshire-St-N-Guelph-ON-N1H-5B3/447566699_zpid/","43.541695","-80.25702","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/0c578ce5d7315c8ea7df6368a8ebbf5b-p_e.jpg"
"42 Hutchison Rd, Guelph, ON N1L 0R5","N1L0R5","Guelph","ON","1429900","4","5","2455","582.44","4214","sqft","https://zillow.com/homedetails/42-Hutchison-Rd-Guelph-ON-N1L-0R5/448038298_zpid/","43.52265","-80.19567","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/a1ced519a91389b313b1bfd18402c882-p_e.jpg"
"24 Popham Dr, Guelph, ON N1E 0B8","N1E0B8","Guelph","ON","1289000","3","4","2246","573.91","5139.728","sqft","https://zillow.com/homedetails/24-Popham-Dr-Guelph-ON-N1E-0B8/448840727_zpid/","43.571712","-80.22995","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/8922e589f89463d4c8a5e718f55e8ae4-p_e.jpg"
"92 Goodwin Dr, Guelph, ON N1L 1T8","N1L1T8","Guelph","ON","1250000","5","4","2871","435.39","4779.582","sqft","https://zillow.com/homedetails/92-Goodwin-Dr-Guelph-ON-N1L-1T8/447745475_zpid/","43.507652","-80.18293","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/83966206e700a2f451346bca290bacb3-p_e.jpg"
"7 Kay Cres #412, Guelph, ON N1L 0P9","N1L0P9","Guelph","ON","499900","2","2","","","","","https://zillow.com/homedetails/7-Kay-Cres-412-Guelph-ON-N1L-0P9/2064553058_zpid/","43.504593","-80.181465","APARTMENT","","","https://photos.zillowstatic.com/fp/5bd42ab4df4e5d5654a19eedb918136b-p_e.jpg"
"24 Marilyn Dr #204, Guelph, ON N1H 8E9","N1H8E9","Guelph","ON","549000","2","2","1420","386.62","","","https://zillow.com/homedetails/24-Marilyn-Dr-204-Guelph-ON-N1H-8E9/2058036640_zpid/","43.56396","-80.27209","CONDO","","","https://photos.zillowstatic.com/fp/e17fdff01f53f94f7bf574297c8dbc67-p_e.jpg"
"48 Macalister Blvd, Guelph, ON N1G 0G6","N1G0G6","Guelph","ON","1695000","4","2","","","5450","sqft","https://zillow.com/homedetails/48-Macalister-Blvd-Guelph-ON-N1G-0G6/351890363_zpid/","43.525337","-80.19906","SINGLE_FAMILY","","","https://photos.zillowstatic.com/fp/861f308eb6e5ac92978f570fe64df059-p_e.jpg"
"160 Macdonell St #1109, Guelph, ON N1H 0A9","N1H0A9","Guelph","ON","989000","2","2","1565","631.95","","","https://zillow.com/homedetails/160-Macdonell-St-1109-Guelph-ON-N1H-0A9/447645429_zpid/","43.54677","-80.244705","CONDO","","","https://photos.zillowstatic.com/fp/aa6f236b1224c3f2c82ad380d47cc7e7-p_e.jpg"
"55 Ralston Dr, Guelph, ON N1E 0C3","N1E0C3","Guelph","ON","725000","3","3","","","3621.1","sqft","https://zillow.com/homedetails/55-Ralston-Dr-Guelph-ON-N1E-0C3/448334861_zpid/","43.56779","-80.22233","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/bf9ba165168ea1f178ffa2497b5b1107-p_e.jpg"
"27 Wilsonview Ave #4, Guelph, ON N1G 2W5","N1G2W5","Guelph","ON","769000","4","4","1950","394.36","","","https://zillow.com/homedetails/27-Wilsonview-Ave-4-Guelph-ON-N1G-2W5/448896897_zpid/","43.522045","-80.23967","TOWNHOUSE","","","https://photos.zillowstatic.com/fp/c4ab4a51c38222997d78e3cb5aa464cc-p_e.jpg"
